release_tag	release_commit	module	package	api_status	test_status	observed_percent
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/negotiation	stable	direct-tests	83.8
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/oauth2	stable	direct-tests	97.2
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/operations	stable	direct-tests	77.1
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/ports	stable	direct-tests	62.5
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/queryparams	stable	direct-tests	86.7
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/routecontracts	stable	direct-tests	83.9
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/routepolicy	stable	direct-tests	73.7
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/scheduler	stable	direct-tests	89.9
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/scheduler/migrations	compatibility-only	direct-tests	no-statements
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/securityprofile	stable	direct-tests	84.9
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/specs	stable	direct-tests	82.9
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/swagstub	compatibility-only	direct-tests	68.2
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/upload	stable	direct-tests	95.8
v3.1.2	85150460b7427b9b5ea14e01d22f577be90edd43	root	github.com/aatuh/api-toolkit/v3/webhooks	stable	direct-tests	80.0
